"ken","tweetAll","tweet1","tweet2","tweet3"
null
null
null
null
null
null
null
null
null
null
null
null
東京都,6,東京,渋谷,岡山
null
null
null
null
null
null
null
null
null
愛知県,4,名古屋,新幹線,ホーム
null
null
null
大阪府,3,大学,大阪,薬学部
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
